id,tipo_recurso,idioma,recurso,problema,evidencia,url_o_archivo,fuente,estado,prioridad,impacto_seo,impacto_geo_llmo,impacto_comercial,solucion_recomendada,siguiente_lote_recomendado
MW-CONT-0042,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Huesca - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-huesca,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0043,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Jaén - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-jaen,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0044,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado La Coruña - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-la-coruna,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0045,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado La Rioja - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-la-rioja,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0046,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Las Palmas - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-las-palmas,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0047,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado León - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-leon,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0048,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Lille - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-lille,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0049,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Lleida - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-lleida,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0050,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Lugo - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-lugo,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0051,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Lyon - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-lyon,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0052,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Madrid - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-madrid,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0053,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Málaga - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-malaga,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0054,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Marsella - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-marsella,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0055,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Montpellier - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-montpellier,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0056,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Murcia - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-murcia,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0057,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Nantes - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-nantes,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0058,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Navarra - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-navarra,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0059,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Niza - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-niza,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0060,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Ourense - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-ourense,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0061,collection,es,Meta title,Title contaminado por metodos de pago en inventario historico,Comprar papel pintado Palencia - MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/collections/comprar-papel-pintado-palencia,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
